Ts,ActP
1639574933,3
1639574934,3
1639574935,3
1639574936,3
1639574937,3
1639574938,116
1639574939,127
1639574940,127
1639574941,125
1639574942,131
1639574943,125
1639574944,129
1639574945,129
1639574946,133
1639574947,128
1639574948,125
1639574949,104
1639574950,3
1639574952,3
1639574952,3
1639574953,3
1639574954,3
1639574955,3
1639574957,3
1639574957,3
1639574958,3
1639574959,3
1639574960,135
1639574961,127
1639574962,121
1639574963,126
1639574964,124
1639574965,125
1639574966,122
1639574967,125
1639574969,124
1639574969,124
1639574970,125
1639574971,73
1639574972,3
1639574973,3
1639574974,3
1639574975,3
1639574976,3
1639574977,3
1639574978,3
1639574979,3
1639574980,3
1639574981,6
1639574982,136
1639574983,131
1639574984,125
1639574985,122
1639574986,125
1639574987,128
1639574988,129
1639574989,128
1639574993,39
1639574993,39
1639574993,39
1639574993,39
1639574994,3
1639574995,3
1639574997,3
1639574997,3
1639575000,3
1639575000,3
1639575000,3
1639575001,3
1639575002,3
1639575003,608
1639575004,1831
1639575006,1824
1639575006,1824
1639575007,1833
1639575008,1829
1639575009,1831
1639575010,1828
1639575011,1789
1639575012,1727
1639575013,1725
1639575014,1722
1639575015,1721
1639575016,1722
1639575017,1723
1639575018,1723
1639575021,1717
1639575021,1717
1639575021,1717
1639575022,1716
1639575023,1715
1639575024,1824
1639575025,1824
1639575026,1824
1639575027,1830
1639575028,1832
1639575029,1836
1639575030,1835
1639575031,1740
1639575032,1723
1639575033,1722
1639575036,1724
1639575036,1724
1639575036,1724
1639575037,1724
1639575038,1729
1639575039,1719
1639575040,1716
1639575045,1827
1639575045,1827
1639575045,1827
1639575045,1827
1639575045,1827
1639575047,1835
1639575047,1835
1639575048,1832
1639575049,1834
1639575052,1728
1639575052,1728
1639575052,1728
1639575053,1728
1639575054,1725
1639575055,1727
1639575056,1726
1639575059,1719
1639575059,1719
1639575059,1719
1639575060,1717
1639575061,1718
1639575062,1719
1639575063,1719
1639575064,1829
1639575065,1827
1639575066,1827
1639575067,1834
1639575068,1836
1639575069,1839
1639575071,1739
1639575071,1739
1639575072,1723
1639575073,1727
1639575074,1726
1639575075,1724
1639575076,1721
1639575077,1723
1639575078,1725
1639575079,1720
1639575080,1718
1639575081,1716
1639575082,1716
1639575083,1728
1639575084,1835
1639575085,1833
1639575086,1825
1639575087,1832
1639575088,1832
1639575089,1832
1639575090,1835
1639575091,1728
1639575092,1727
1639575093,1724
1639575096,1725
1639575096,1725
1639575096,1725
1639575097,1723
1639575100,1716
1639575100,1716
1639575100,1716
1639575101,1716
1639575102,1717
1639575103,1715
1639575107,1825
1639575107,1825
1639575107,1825
1639575107,1831
1639575108,1832
1639575109,1834
1639575110,1831
1639575111,1741
1639575112,1725
1639575113,1724
1639575114,1725
1639575115,1725
1639575116,1723
1639575153,1718
1639575153,1718
1639575153,1718
1639575154,1718
1639575154,1718
1639575154,1718
1639575154,1718
1639575180,1713
1639575181,1715
1639575182,1714
1639575183,1715
1639575184,1821
1639575185,1824
1639575186,1823
1639575187,1834
1639575188,1830
1639575189,1834
1639575190,1832
1639575191,1738
1639575192,1723
1639575193,1722
1639575194,1721
1639575195,1721
1639575196,1721
1639575197,1722
1639575198,1721
1639575199,1716
1639575200,1712
1639575201,1717
1639575202,1714
1639575203,1728
1639575204,1837
1639575205,1829
1639575206,1823
1639575207,1829
1639575208,1833
1639575209,1828
1639575210,1831
1639575211,1724
1639575212,1722
1639575213,1722
1639575214,1722
1639575215,1722
1639575216,1723
1639575217,1722
1639575218,1721
1639575219,1714
1639575220,1714
1639575221,1714
1639575222,1714
1639575223,1711
1639575224,1807
1639575225,1822
1639575226,1824
1639575227,1833
1639575228,1835
1639575229,1833
1639575230,1831
1639575231,1735
1639575232,1723
1639575233,1722
1639575234,1722
1639575235,1722
1639575236,1723
1639575237,1722
1639575238,1721
1639575239,1715
1639575240,1714
1639575241,1713
1639575242,1712
1639575243,1713
1639575244,1840
1639575245,1827
1639575246,1819
1639575247,1830
1639575248,1830
1639575249,1830
1639575250,1836
1639575251,1790
1639575252,1724
1639575253,1722
1639575254,1722
1639575255,1723
1639575256,1725
1639575257,1725
1639575258,1725
1639575259,1724
1639575260,1717
1639575261,1718
1639575262,1718
1639575263,1717
1639575264,1820
1639575265,1825
1639575266,1826
1639575267,1833
1639575268,1830
1639575269,1837
1639575270,1830
1639575271,1740
1639575272,1723
1639575273,1723
1639575274,1722
1639575275,1721
1639575276,1721
1639575277,1722
1639575278,1721
1639575279,1715
1639575280,1712
1639575281,1714
1639575282,1714
1639575283,1713
1639575284,1832
1639575285,1822
1639575286,1820
1639575287,1827
1639575288,1833
1639575289,1828
1639575290,1831
1639575291,1786
1639575292,1725
1639575293,1726
1639575294,1723
1639575295,1721
1639575296,1721
1639575297,1723
1639575298,1726
1639575299,1721
1639575300,1715
1639575301,1715
1639575302,1716
1639575303,1717
1639575304,1825
1639575305,1827
1639575306,1824
1639575307,1833
1639575308,1831
1639575309,1835
1639575310,1832
1639575311,1741
1639575312,1722
1639575313,1724
1639575314,1723
1639575315,1722
1639575316,1722
1639575317,1722
1639575318,1722
1639575319,1717
1639575320,1712
1639575321,1714
1639575322,1715
1639575323,1714
1639575324,1809
1639575325,1828
1639575326,1824
1639575327,1829
1639575328,1833
1639575329,1829
1639575330,1838
1639575331,1788
1639575332,1723
1639575333,1724
1639575334,1724
1639575335,1724
1639575336,1724
1639575337,1724
1639575338,1725
1639575339,1724
1639575340,1717
1639575341,1717
1639575342,1716
1639575343,1718
1639575344,1816
1639575345,1829
1639575346,1823
1639575347,1835
1639575348,1835
1639575349,1834
1639575350,1836
1639575351,1741
1639575352,1723
1639575353,1723
1639575354,1726
1639575355,1726
1639575356,1725
1639575357,1721
1639575358,1720
1639575359,1718
1639575360,1714
1639575361,1715
1639575362,1714
1639575363,1714
1639575364,1812
1639575365,1832
1639575366,1824
1639575367,1833
1639575368,1832
1639575369,1829
1639575370,1838
1639575371,1784
1639575372,1727
1639575373,1724
1639575374,1724
1639575375,1726
1639575376,1726
1639575377,1726
1639575378,1725
1639575379,1723
1639575380,1714
1639575381,1718
1639575382,1718
1639575383,1718
1639575384,1815
1639575385,1824
1639575386,1826
1639575387,1835
1639575388,1834
1639575389,1835
1639575390,1837
1639575391,1744
1639575392,1731
1639575393,1731
1639575394,1731
1639575395,1730
1639575396,1730
1639575397,1731
1639575398,1730
1639575404,1721
1639575404,1721
1639575404,1721
1639575404,1812
1639575404,1812
1639575404,1812
1639575405,1833
1639575406,1829
1639575407,1836
1639575408,1837
1639575409,1836
1639575410,1839
1639575411,1787
1639575412,1730
1639575413,1727
1639575414,1730
1639575416,1731
1639575416,1731
1639575417,1729
1639575418,1727
1639575419,1724
1639575420,1719
1639575421,1721
1639575422,1721
1639575423,1719
1639575424,1831
1639575425,1829
1639575426,1829
1639575427,1833
1639575428,1836
1639575429,1835
1639575430,1835
1639575431,1740
1639575432,1729
1639575433,1729
1639575434,1727
1639575435,1728
1639575436,1727
1639575437,1727
1639575438,1726
1639575439,1722
1639575440,1719
1639575441,1720
1639575442,1719
1639575443,1719
1639575444,1810
1639575445,1829
1639575446,1824
1639575447,1833
1639575448,1834
1639575449,1834
1639575450,1836
1639575451,1788
1639575452,1729
1639575453,1727
1639575454,1728
1639575455,1728
1639575456,1731
1639575457,1730
1639575458,1727
1639575459,1726
1639575460,1719
1639575461,1721
1639575462,1721
1639575463,1722
1639575464,1826
1639575465,1830
1639575466,1828
1639575467,1837
1639575468,1835
1639575469,1833
1639575470,1838
1639575471,1746
1639575472,1729
1639575473,1730
1639575474,1729
1639575475,1732
1639575476,1730
1639575477,1728
1639575478,1730
1639575479,1724
1639575480,1720
1639575481,1722
1639575482,1721
1639575483,1720
1639575484,1818
1639575485,1830
1639575486,1825
1639575487,1836
1639575488,1839
1639575489,1832
1639575490,1838
1639575491,1787
1639575492,1730
1639575493,1730
1639575494,1730
1639575495,1730
1639575496,1730
1639575497,1729
1639575498,1728
1639575499,1728
1639575500,1721
1639575501,1721
1639575502,1721
1639575503,1721
1639575504,1819
1639575505,1830
1639575506,1831
1639575507,1841
1639575508,1834
1639575509,1837
1639575510,1837
1639575511,1749
1639575512,1733
1639575513,1731
1639575514,1728
1639575515,1728
1639575516,1729
1639575517,1733
1639575518,1731
1639575519,1723
1639575520,1718
1639575521,1718
1639575522,1719
1639575523,1721
1639575524,1811
1639575525,1831
1639575526,1822
1639575527,1830
1639575528,1838
1639575529,1833
1639575530,1840
1639575531,1795
1639575532,1728
1639575533,1730
1639575534,1729
1639575535,1729
1639575536,1726
1639575537,1728
1639575538,1728
1639575539,1728
1639575540,1721
1639575541,1722
1639575542,1721
1639575543,1720
1639575544,1828
1639575545,1828
1639575546,1830
1639575547,1837
1639575548,1833
1639575549,1836
1639575550,1838
1639575551,1831
1639575552,1730
1639575553,1728
1639575554,1729
1639575555,1727
1639575556,1728
1639575557,1729
1639575558,1729
1639575559,1731
1639575560,1722
1639575561,1722
1639575562,1722
1639575563,1723
1639575564,1813
1639575565,1832
1639575566,1828
1639575567,1836
1639575568,1845
1639575569,1841
1639575570,1845
1639575571,1800
1639575572,1733
1639575573,1734
1639575574,1737
1639575575,1738
1639575576,1737
1639575577,1734
1639575578,1736
1639575579,1736
1639575580,1727
1639575581,1729
1639575582,1728
1639575583,1728
1639575584,1834
1639575585,1839
1639575586,1836
1639575587,1847
1639575588,1845
1639575589,1840
1639575590,1842
1639575591,1835
1639575592,1736
1639575593,1736
1639575594,1733
1639575595,1733
1639575596,1736
1639575597,1736
1639575598,1738
1639575599,1734
1639575600,1729
1639575601,1729
1639575602,1727
1639575603,1727
1639575604,1815
1639575605,1837
1639575606,1829
1639575607,1845
1639575608,1845
1639575609,1841
1639575610,1844
1639575611,1789
1639575612,1734
1639575613,1734
1639575614,1733
1639575615,1732
1639575616,1733
1639575617,1733
1639575618,1734
1639575619,1733
1639575620,1724
1639575621,1724
1639575622,1726
1639575623,1727
1639575624,1851
1639575625,1835
1639575626,1835
1639575627,1840
1639575628,1837
1639575629,1837
1639575630,1840
1639575631,1834
1639575632,1734
1639575633,1735
1639575634,1734
1639575635,1736
1639575636,1735
1639575637,1734
1639575638,1732
1639575639,1732
1639575640,1727
1639575641,1728
1639575642,1727
1639575643,1725
1639575644,1813
1639575645,1830
1639575646,1830
1639575647,1840
1639575648,1838
1639575649,1838
1639575650,1843
1639575651,1789
1639575652,1737
1639575653,1736
1639575654,1734
1639575655,1733
1639575656,1733
1639575657,1734
1639575658,1736
1639575659,1736
1639575660,1727
1639575661,1728
1639575662,1727
1639575663,1729
1639575664,1847
1639575665,1844
1639575666,1836
1639575667,1846
1639575668,1842
1639575669,1841
1639575670,1841
1639575671,1836
1639575672,1734
1639575673,1735
1639575674,1735
1639575675,1733
1639575676,1732
1639575677,1733
1639575678,1736
1639575679,1737
1639575680,1728
1639575681,1727
1639575682,1728
1639575683,1730
1639575684,1823
1639575685,1835
1639575686,1827
1639575687,1834
1639575688,1836
1639575689,1839
1639575690,1843
1639575691,1786
1639575692,1732
1639575693,1733
1639575694,1736
1639575695,1734
1639575696,1731
1639575697,1732
1639575698,1733
1639575699,1733
1639575700,1726
1639575701,1723
1639575702,1720
1639575703,1722
1639575704,1838
1639575705,1843
1639575706,1834
1639575707,1846
1639575708,1837
1639575709,1840
1639575710,1836
1639575711,1834
1639575712,1732
1639575713,1730
1639575714,1729
1639575715,1731
1639575716,1733
1639575717,1737
1639575718,1735
1639575719,1732
1639575720,1723
1639575721,1722
1639575722,1723
1639575723,1721
1639575724,1819
1639575725,1831
1639575726,1830
1639575727,1842
1639575728,1843
1639575729,1836
1639575730,1833
1639575731,1792
1639575732,1731
1639575733,1733
1639575734,1731
1639575735,1731
1639575736,1731
1639575737,1732
1639575738,1732
1639575739,1730
1639575740,1722
1639575741,1724
1639575742,1724
1639575743,1726
1639575744,1849
1639575745,1841
1639575746,1835
1639575747,1843
1639575748,1838
1639575749,1843
1639575750,1843
1639575751,1840
1639575752,1735
1639575753,1734
1639575754,1734
1639575755,1736
1639575756,1736
1639575757,1734
1639575759,1733
1639575759,1733
1639575760,1725
1639575761,1726
1639575762,1725
1639575763,1722
1639575764,1817
1639575765,1824
1639575766,1827
1639575767,1839
1639575768,1840
1639575769,1842
1639575770,1839
1639575771,1789
1639575772,1732
1639575773,1732
1639575774,1732
1639575775,1732
1639575776,1732
1639575777,1732
1639575778,1731
1639575779,1732
1639575780,1724
1639575781,1724
1639575782,1724
1639575783,1724
1639575784,1842
1639575785,1837
1639575786,1833
1639575787,1832
1639575788,1837
1639575789,1834
1639575790,1837
1639575791,1834
1639575792,1731
1639575793,1731
1639575794,1732
1639575795,1730
1639575796,1730
1639575797,1733
1639575798,1734
1639575799,1734
1639575800,1726
1639575801,1726
1639575802,1725
1639575803,1724
1639575804,1816
1639575805,1831
1639575806,1826
1639575807,1840
1639575808,1833
1639575809,1839
1639575810,1835
1639575811,1836
1639575812,1730
1639575813,1729
1639575814,1731
1639575815,1732
1639575816,1732
1639575817,1731
1639575818,1730
1639575819,1730
1639575820,1726
1639575821,1726
1639575822,1725
1639575823,1724
1639575824,1840
1639575825,1837
1639575826,1836
1639575827,1831
1639575828,1834
1639575829,1837
1639575830,1837
1639575831,1829
1639575832,1733
1639575833,1732
1639575834,1733
1639575835,1730
1639575836,1730
1639575837,1731
1639575838,1731
1639575839,1729
1639575840,1721
1639575841,1722
1639575842,1726
1639575843,1723
1639575844,1868
1639575845,1828
1639575846,1826
1639575847,1837
1639575848,1834
1639575849,1839
1639575850,1831
1639575851,1833
1639575852,1731
1639575853,1732
1639575854,1730
1639575855,1727
1639575856,1725
1639575857,1727
1639575858,1727
1639575859,1727
1639575860,1720
1639575861,1718
1639575862,1718
1639575863,1718
1639575864,1832
1639575865,1837
1639575866,1830
1639575867,1823
1639575868,1829
1639575869,1827
1639575870,1833
1639575871,1826
1639575872,1728
1639575873,1726
1639575874,1727
1639575875,1727
1639575876,1728
1639575877,1729
1639575878,1727
1639575879,1727
1639575880,1721
1639575881,1717
1639575882,1718
1639575883,1719
1639575884,1859
1639575885,1833
1639575886,1824
1639575887,1829
1639575888,1830
1639575889,1835
1639575890,1832
1639575891,1830
1639575892,1728
1639575893,1729
1639575894,1727
1639575895,1726
1639575896,1727
1639575897,1728
1639575898,1728
1639575899,1727
1639575900,1719
1639575901,1718
1639575902,1718
1639575903,1719
1639575904,1831
1639575905,1834
1639575906,1823
1639575907,1825
1639575908,1829
1639575909,1831
1639575910,1829
1639575911,1827
1639575912,1724
1639575913,1728
1639575914,1727
1639575915,1725
1639575916,1725
1639575917,1724
1639575918,1725
1639575919,1724
1639575920,1717
1639575921,1720
1639575922,1717
1639575923,1716
1639575924,1864
1639575925,1834
1639575926,1820
1639575927,1827
1639575928,1831
1639575929,1827
1639575930,1824
1639575931,1827
1639575932,1725
1639575933,1725
1639575934,1725
1639575935,1725
1639575936,1725
1639575937,1725
1639575938,1727
1639575939,1727
1639575940,1720
1639575941,1719
1639575942,1720
1639575943,1722
1639575944,1833
1639575945,1834
1639575946,1831
1639575947,1828
1639575948,1836
1639575949,1842
1639575950,1836
1639575951,1832
1639575952,1731
1639575953,1731
1639575954,1729
1639575955,1730
1639575956,1736
1639575957,1731
1639575958,1730
1639575959,1736
1639575960,1724
1639575961,1724
1639575962,1724
1639575963,1724
1639575964,1869
1639575965,1842
1639575966,1831
1639575967,1836
1639575968,1839
1639575969,1845
1639575970,1837
1639575971,1836
1639575972,1733
1639575973,1731
1639575974,1732
1639575975,1728
1639575976,1728
1639575977,1730
1639575978,1728
1639575979,1727
1639575980,1723
1639575981,1725
1639575982,1726
1639575983,1725
1639575984,1849
1639575985,1843
1639575986,1827
1639575987,1833
1639575988,1831
1639575989,1835
1639575990,1837
1639575991,1839
1639575992,1737
1639575993,1737
1639575994,1733
1639575995,1731
1639575996,1728
1639575997,1730
1639575998,1731
1639575999,1731
1639576000,1720
1639576003,1721
1639576003,1722
1639576003,1722
1639576004,1865
1639576005,1839
1639576007,1825
1639576008,1841
1639576008,1825
1639576009,1835
1639576010,1836
1639576011,1838
1639576012,1730
1639576014,1731
1639576014,1730
1639576015,1730
1639576016,1728
1639576017,1728
1639576018,1727
1639576020,1720
1639576020,1720
1639576021,1723
1639576022,1724
1639576023,1724
1639576024,1846
1639576025,1836
1639576026,1833
1639576027,1831
1639576028,1836
1639576029,1840
1639576030,1836
1639576031,1837
1639576032,1731
1639576033,1734
1639576034,1733
1639576035,1731
1639576036,1734
1639576037,1734
1639576041,1723
1639576042,1723
1639576042,1723
1639576042,1721
1639576042,1721
1639576043,1720
1639576044,1855
